"genotype"	"cluster_corrected"	"cluster"
"MPNAML16PL78_21C"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_7C"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_9G"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_9H"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_9K"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_9L"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL78_9P"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_21C"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_5D"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_5J"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_5K"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_7B"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_7C"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL79_9N"	"TP53_multihit_M2"	"chr5_chr7_chr9_chr21"	"patient.1.1.1.1"
"MPNAML16PL74_3D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_3B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_3H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_3J"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_7B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_7D"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_3H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5B"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5E"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_5F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_7A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_7B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_7F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_7G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL75_9H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11B"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11E"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11F"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_11P"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_13C"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_13F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_13G"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_15B"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_15C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_15F"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_15G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_15H"	NA	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_1E"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_9B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_9D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_9E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_9F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL76_9G"	"TP53HET"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_11E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_11G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_13A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_13C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_13D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_15A"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_15C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_15F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_15G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_15H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_9C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_9E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL77_9H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_11A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_11C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_11E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_11F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_13A"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_13E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_13H"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_15A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_15B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_15E"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_15G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_23G"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_7E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_7G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL78_9A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_11G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_5A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_5B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_5C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_5E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_5H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_7E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_7G"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_9A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_9B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_9E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_9H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL79_9I"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML16PL74_15E"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_11J"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_21K"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_3F"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_7F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_7J"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_9B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_9D"	NA	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_9F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_9H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_9O"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL75_3F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL75_9D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_13A"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_13B"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_13D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_13H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_15D"	NA	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_15E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_9H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL76_9P"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_11B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_11C"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_11D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_11F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_11H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_13B"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_13E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_13H"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_13L"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_15B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_1F"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_9B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_9F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL77_9G"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_11B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_11D"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_13D"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_13F"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_15D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_15F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_21D"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_23N"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_7D"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_7H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL78_9J"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL79_11C"	"TP53_multihit_M2"	"normal"	"patient.1.1.2.1"
"MPNAML16PL79_7D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML16PL74_15M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_15I"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_19K"	"preleukemic"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_19P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_21A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_21C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_9M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_11C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_11F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_11O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_11P"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_13N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_15N"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_17H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_17L"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_17O"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_19B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_19O"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_21L"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_21O"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_23B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_23P"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_3L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
